content,label
"Dear Anh Vuong,

I received a dispatch, but there was a complete code below that was not accurate.
Partly, he added the name ""Song Linh Service & Trading Co., Ltd"" or the investor's name.
I checked and sent it back urgently for you.
Please send the draft to your side to see before the signing, avoid errors.




Thanks & Best Regards,
",Customer Care
"Dear Kha 

Tomorrow I will receive the original voucher of the company, I see the original contract to send you, let me issue the original invoice and send the voucher to me. 

Close 
Nguyen Phuong",External Relationship
"Dear Ms. Predestined, predestined
You need to ask the price for the following product:
69 5/8'''x110 Studbolt with Nuts Fluorocarbon Coated ASTM A193-B7M, ASTM A194-2HM Set 132
70 1/2''x110 Studbolt with Nuts Fluorocarbon Coated ASTM A193-B7M, ASTM A194-2HM Set 6
71 5/8'''X80 Studbolt with Nuts Fluorocarbon Coated ASTM A193-B7M, ASTM A194-2HM Set 156
72 1/2''m70 Studbolt with Nuts Fluorocarbon Coated ASTM A193-B7M, ASTM A194-2HM Set 216
73 3/4''x110 Studbolt with Nuts Fluorocarbon Coated ASTM A193-B7M, ASTM A194-2HM Set 36
74 1.1/4'''x230 STUDBOLT with Nuts H = D Xylar-XYLAN-B01 Coated ASTM A193-B7, ASTM A194-2H Set 90
75 3/4'''x100 STUDBOLT with Nuts Fluorocarbon Coated ASTM A193-B7, ASTM A194-2H Set 24
76 3/4'''x110 Studbolt with Nuts Fluorocarbon Coated ASTM A193-B7, ASTM A194-2H Set 24
77 3/4''m120 Studbolt with Nuts Fluorocarbon Coated Astm A193-B7, ASTM A194-2H Set 36
Please check and report to you urgently.
",Sales
The customer service of the store is good. Everything is fine with the goods. I recommend.,Customer Care
"Dear Mr. Huy Nguyen,

Please find attached invoice and US dollar wire transfer instructions.

Please confirm when you will send your PO and the wire transfer deposit.

Thank you.
",External Relationship
"Anh Duong Company hopes to cooperate with customers through the following Products and Services:
1. Siemens product distribution group.
- Automation Group (PLC, HMI, Software, ...)
-Gas Analysis Group, Ultramax 23.
-Group of medium and low voltage inverters, ...
-Group of Switching devices.
-Sensor group (Flow, Pressure, Temperature, ...).
-Motor and Gearbox group.
2. Product group Rittal electrical panels (electrical cabinets, air conditioners, cooling fans, ...).
3. Products and services in Environment, Oil & Gas, Food,...",External Relationship
"Dear Mr Nguyen Quoc Huy

Payment well received, thank you!

Certificate of Origin is now in progress.
I will keep you informed, when we receive it from the Chamber of Commerce.

Do you already want to arrange for the pick-up?

Hope to hear from you.
Many thanks in advance.

Have a nice day ahead, take care and stay safe!
Best regards, Vriendelijke groet,
",External Relationship
"I am pleased with the full information and a detailed consultation on the technique of interest.
I find everything that interests me on the store site easily and quickly.
The information is complete and understandably presented to customers.
The borne and culture of the customer service has won my confidence.
The services offered are also well served as information and it is easy to navigate a person and find what he is looking for.
My order was fulfilled accurately and without any problems.
I chose this store because of the correct service, the variety it offers, the quality of the equipment offered and the quick performance and delivery of everything I am looking for.

We have been shopping for the service for many years and at home from this store.
I am pleased with the full information about the goods, services and consumables offered on your site.
The prices and assortments offered me to suit both prices and in quality and variety, glorious with those in similar stores.",Customer Care
"Have a nice day! 
We would like to inform that we win for the quotation. We will process order for the shipment. 
Please, send us proforma invoice with fee DHL. We will draft PO and send you.we will send you the product as below: 
Art. 12673 – Combined Elec. Ballast and Emergency Inverter HFXE236 E1003 230V pc 15 
Art. 16236 – Elec. Ballast 236 E1003 230V pc 15",External Relationship
"Dear Olivier Esnault, 
I receive auto mail from Carlos, she leave unstill 2/3. 
Could your please support us for this problem? 
The product name is PREAMPLI FH71 STD + INT-B01. But on your website, it is “FH710”. 
http://store.faureherman.com/PN-510032-Preamplifier-FH710-Standard-Int-B01_p_77.html 
could you please confirm us the name “FH71” or “FH710”?",Customer Care
"Thanks for the official PO, please see attached signed PO & proforma invoice for your kind attention.",External Relationship
"Please take note comments for our line 72 for yours 46 & 65. Quoted 12 metre. 
We need PO for complete excel file for further handling.",External Relationship
"I ordered a tricycle tracker, but unfortunately the product did not meet my expectations at all. First, the wheel is different from that of the picture on the site, there is no brake handle, the shade is different and the whole wheel is shaken. I decided at the beginning that it would not be a major problem and it would be fine, but at the fourth exit by the wheel, the front tire fell and my son ended up on the ground with a broken head. When looking at your wheel, it seems that the break is serious and I do not know how it will be fine. Obviously the product is poorly made.

I decided to shop from this store as I was desperately looking to buy my son for a birthday tricycle tracker. I tried many places, but it was not available and I turned to your store.

The store should improve communication with its customers.",Customer Care
"Thank you, Mr. Kha, 

This controller had several units asking for 4/2020. 
My side asked the factory but still has not received a response. 

There is information I will respond immediately to you. 
",Sales
!!!General SQL error. Disk I/O error during read. Table,Customer Care
"Hello Mr. Kha, 

I sent you to the price list according to ?VT KG, I watched the attached file for me. 

Thank you very much.",Sales
"Dear Mr. Huy,

I heard that the your truck will be at DSR VINA today.
But the goods are not ready yet and we need the time for packing as well.

May I ask you to send the truck on this Friday? (16th of April)

Best regards,

Allen Hong
",External Relationship
"Thank you for your signed PO. 
We will keep you inform when shipment is ready for shipping.",External Relationship
"Dear Mr. Loc,
Currently, the customer is pushing me quotes for the section I ask for a quote.
Please help me. thank you",Sales
"Dear Mr. Robert, 
Thank for your support! 
In case, If the spare part does not fit the motor which I have sent you the specifications. will i be redeemed for free? 
",Customer Care
"Everything was correct, the phone is original, in a complete set and at a good price.


Here I found one of the best prices for the phone I was looking for, as well as the security that the product would be original.


Delivery was delayed one day more than expected, but it still came within an acceptable time.",Customer Care
Are not very good,Customer Care
I spotted a sign error (more or less) on my document on constraints on smile shapes. The corrected version is below. if there are any more errors please let me know.,Customer Care
"Dear Mr. Nguyen,

Greetings - the draft PO quantities and pricing are correct. You can proceed with that. 

One question we dd have was that we noted there was no request for the replaceable remaining UHMW seals. Besides these seals on this PO, did the owner confirm the other replaceable remaining seals are okay? If not, replacing some but not all may not solve their leakage problem.

Thank you.

",Customer Care
"Dear Mr. Huy,

Please find out the revised CQ as attached.
The CO will be sent from DSR VINA. Did you received already?

Best regards,
",External Relationship
"Hello Mr. Kha,

This week I installed the generator yet.
Need more information and support me contact me.

Thank you",Sales
"Dear Mr Huy,
Damn you transfer money to receive goods.
Thanks
Dancq
",External Relationship
"Sorry for the late reply. 
It's a public holiday in Singapore. 

The dimension and weight is bigger because factory send the shipment to us in a wooden crate to protect the item. 
If you wish to remove the wooden crate, we can do it but Bartec cannot be responsible for damages during transit to Vietnam. 

Please advise how you want us to proceed.",External Relationship
"Dear Mr. Loc,
I received the goods you sent. Please help me, CQ and invoices first. Let me make delivery documents,
Looking forward to receiving your information,",External Relationship
