content,label
"Dear Ms. Phuong,

Vi wants to propose that, Vi needs more CO: Is the original issued by the chamber of commerce of the producing country or the exporting country?
If possible, would you mind adding it to the contract terms for Vi?

Thank you so much!!!",2
"Please send me sale contract, please check.


Best Regards,",2
"Pleasure to know and work with you.

Please help me make a contract for Vi.

The contract information is as follows:

SONG LINH TRADING & SERVICES CO., LTD
No. 65/9 Binh Gia, Ward 8, Vung Tau City, Ba Ria - Vung Tau Province, Vietnam.
Office: No. 63 Street 30/4, Thang Nhat Ward, Vung Tau City (Next to Petrosetco)
Phone: 0254 3563368
Fax: 0254 3563369
He. Nguyen Tuan Phuong, Director
MST: 3500904295
Account: 008.001161369 at VCB bank Vung Tau branch

Best regards!",2
"Dear Sir/Madam.

We are Solicom - a trading company in Vietnam.
We are attending Vietsov petro Project about supplying and installation VSAT for the Vietsov petro vessel fleet.
In Vietsov petro, they are using 9300 Satlink Hub. They need to use Advantech modem to connect by point to point (one modem set in the Hub, another one set on the vessel), Totally 03 pairs Advantech modem. 
Could you please offer your modem can be compatible with the 9300 Satlink Hub?

Hope to receive your feedback soon.

Thanks and Best regards!
",1
"Thank you for updating the current information about this project to help me.
Thank you.",2
"Recently, I had a quote for your side and I made the wrong formula for the column into money, please allow me to send you the correct price list.
I'm sorry about this situation",3
"I send you good prices for the items you require.
About the information section of
- License AT-FL-X530-01 : features expansion and upgrade.
- AT-SP10TW1 : Allied Telesis Twinax direct mount SFP+ cable (1 m)
These copper cables, called “direct mount” or “Twinax,” connect from one SFP+ slot to another without the need for an SFP+ transceiver.
Thank you .",3
"- Premium license for x530 Series (P/n: AT-FL-X530-01)
- 1m SFP+ ""Twinax"" direct attach cable (P/n: AT-SP10TW1 )",1
"As discussed over the phone, Vi sent Vinh the price Vi has, please consider and give the best possible price:",3
"I send you an estimate of the items you require, if you need any more information, please let me know.
Thank you .",3
"Our Song Linh company is looking to buy the following products:
Router and voice device and accessories for installation.
AT-x530-28GTXm
24-port 100/1000T stackable L3 switch
with 4 SFP+ ports and 2 fixed
power supplies
- Premium license for x530 Series (P/n: AT-FL-X530-01)
- 1m SFP+ ""Twinax"" direct attach cable (P/n: AT-SP10TW1 ) Allied Telesis/China


Quantity: 03 sets

Please quote.

Only in the estimating stage, there is no official project information yet, please give the price",3
"Vi wants to learn more as follows:
- License AT-FL-X530-01 : extended and upgraded features? What does Expansion for? And upgrade ntn? Also, without this license, will the device work? Do you affect basic functionality? Please be clear.
Dear!",1
"Can you give me more details. When to bid or just bid? In this yard, there is OCP company.",1
"That's right, man. In June 2020, Song Linh asked for a price once, now Song Linh needs to update the price.

Best regards!",3
"Dear Toan 
It’s good to hear from you since I met you in Vung Tau.
Regarding below matter, can we have a call to discuss further since I also want to hear your opinion as well?
If yes, please let me know your convenience time tomorrow so that I can call you.

Thank you,
",2
"Dear Mr. Steve Wee,

We are Song Linh Trading & Services LTD., Co. who practiced to join to bid the project: Provide VSAT system for 04 VSP’s vessels. And we would like to thank you for your support us on Auto tracking VSAT antenna of this project.

At the duration of bid preparing, we have received 02 supporting letters which come from TECHNOPRO Company (file Support_Later-Songlinh.doc.docx) and VISHIPEL Company (file VIETSOVPETRO_supporting letter_signed.signed). Please find the attached for your reference.

By this email, could you please advise us: which is company that you have been support?

We looking forward to your kind response,

If you need any further information, please do not hesitate to contact us,

Many thanks & Best regards,

",2
"Dear Mr. Steve,

Thank you for your support,

As spoken yesterday, we would like to send to you the draft of Confirmation Letter as attached herewith. 

We found that on the spec. of v85NX already had showed the connection OpenAMIP at ACU. And It is will be connected to Satlink modem. But we have to submit the Confirmation Letter which will be issued from your side.

Due to this is urgent case, so that we looking forward to your quick response but not later than 5pm (Vietnam time) today.

If you need any further information, please do not hesitate to contact us,

Many thanks & Best regards,
",1
"My quotation is valid for 30 days, currently it is still valid, so the price will not change.

Thank you.",3
"Currently, the customer has issued a request for a quote.
Would you mind checking to see if the price has changed?
Thank Ms. Beautiful. See if you can give them a discount.",3
"Upon request, I send you a quote for components as attached file.
The goods we provide have all the CO-CQ papers.

Please take a look at the quote and if you need any other information, please contact me.

Thank you.",3
"I will send you a quote.
Please reply me soon.
Thank you!",3
"DHL s? liên h? v?i em ?? g?i h?t ch?ng t? ch?ng t? 
N?u không thì em liên h? DHL xem sao, ??c s? AWB cho h?",2
"Please send me Invoice, Packing list for me to do customs clearance.",3
"Hi Huy,
Your shipment has arrived. You arrange to take the goods out to avoid storage fees. You check the AWB below.",1
"I have received the information already, Vi send me the job content, documents to prepare and the deadline for me!

Thank you!",1
"As I discussed with a Duc about the joint venture between Song Linh and Alpha ECC for the VSP package, ask the two of you to work to handle the paperwork!
Thank you
A Phuong.",2
"Send me the form of joint venture agreement, I will help you to prepare to work with Alpha,

Dear Mr. Phuong,
Would you mind talking to Duc's side to ask for a clue to help me with the application. Thank you!",2
"Please give me the following information:
- Name and surname of the Director
- Bank account number information (Acc, soft code, Swift-code, IBAN for NN bank)

thank you!",1
"Would you mind making a contract/order for this package to help Vi.
In addition, let me introduce you to my friend Kha - an employee of the project department, will continue to work with you.",2
This is information about dimensions & weigh,3
"Would you mind giving me more information about the estimated weight.

Best regards!",3
Inquiry has been received. Thank you. I will try to quote tonight or tomorrow morning,3
Please send me GA drawing + calculation,3
"As Tuan Anh talked to Phuong, send Phuong the price of the equipment for this package from the company, some notes are as below:

- The main price column is from Siemens, the sub-column in yellow is the price of ABB and GE.
- Siemens medium voltage has German CO, the FCA price is entered in the Price column (Transportation fee to the port according to information from SM is about 800 EUR for 1 unit carrying both cabinets).
- Price does not include VAT.
- A part of auxiliary equipment is the low voltage busway branch not included in this file, will be sent to Phuong later.
- The basic delivery time meets the requirements.

If you need any more information, please email or call back.

Thanks and regards,",3
"Like the other day, I talked on the phone with Vi about working with Siemens and other partners. As of today, Siemens has confirmed that it will offer all the main equipment according to the requirements of the technical documents.

Tecapro will work closely with Siemens to get the price and technical datasheet as soon as possible.

Note: Tecapro still considers options to use ABB or Schneider products in case Siemens does not offer enough products.

Thanks and regards",2
"We do have another training class on 9th to 11th of April. Do let me know if you are able to change the date.


Regards,",3
"We do have another training class on 9th to 11th of April. Do let me know if you able to change the date.


Regards,
",2
"Dear Quoc Nam,

The training will be conducted at this address:
Intellian Singapore Pte Ltd 
26 Boon Lay Way #01-87,
TradeHub 21, Singapore 609970

Training will start at 0900Hrs to 1730Hrs.
Do bring along laptop for hands on practice.

Regards,
",2
"Dear training team,

Please inform me the training location. We need information to book hotel in Singapore.

BRs,
",2
"
On the GX portion, trainees will be cover on the below following;

a.) VSAT Introduction and GX services,
b.) Technical GX Product overview,
c.) Installation_Aptus ver_1.6.7,
d.) OTC_OneTouch Commissioning,
e.) Hands on practical conducted by trainees to convert V100 KU to GX100 KA and the full process as above attachment. 


Please assist the below if course is confirm at your end. Thanks!
",2
"Good Morning Nam,

I hope you are well? The APAC training schedule is waiting to be confirmed. I have copied in our APAC Regional service Manager Mason.

Mason will update you on available courses and dates for 2019.

If I can be of further assistance, please do not hesitate to contact me.

Many thanks
",2
"
Unfortunately we do not have any specific schedule of maintenance documents available.

As for the training, I have included our Training Coordinator into this email to be able to advise on upcoming available training programs.

Best regards,
",1
"Dear Intellian Support Team,

Hope you all well. We are very happy to choose a good product and professional support team as Intellian.
As previous, we has installed several Intellian VSAT systems via local distributor. And now, we need some official information about maintenance activities of Intellian VSAT system.
1. Can Intellian provide some documents and official procedures (with recommendation schedule time of maintenance, maintenance check-list etc.) of Intellian VSAT system.
2. Can you provide me information of a training program of Intellian VSAT system which will be hold in South East Asia this year.

Thank you very much.
",1
